Times,Measures
1278,0.2
1374,0.1
1469,0.0
1564,0.0
1658,-0.0
1754,-0.1
1849,-0.1
1944,-0.1
2039,-0.0
2135,-0.0
2230,-0.0
2325,0.1
2419,0.1
2514,0.1
2610,0.1
2705,0.1
2800,0.1
2895,0.0
2991,-0.0
3085,-0.1
3180,-0.1
3275,-0.1
3371,-0.1
3466,-0.1
3561,-0.0
3656,0.0
3751,0.1
3846,0.1
3941,0.2
4036,0.1
4131,0.1
4227,0.1
4322,0.0
4417,-0.0
4511,-0.1
4606,-0.1
4702,-0.1
4797,-0.1
4892,-0.1
4987,-0.0
5083,0.0
5178,0.1
5272,0.1
5367,0.1
5463,0.1
5558,0.1
5653,0.0
5748,-0.0
5843,-0.0
5939,-0.1
6033,-0.1
6128,-0.1
6223,-0.1
6319,-0.0
6414,0.0
6509,0.1
6604,0.1
6700,0.1
6794,0.1
6889,0.1
6984,0.1
7079,0.1
7175,0.0
7270,-0.0
7365,-0.1
7460,-0.1
7555,-0.1
7650,-0.0
7745,-0.0
7840,0.0
7936,0.0
8031,0.1
8126,0.1
8220,0.1
8315,0.1
8411,0.1
8506,0.0
8601,-0.0
8696,-0.0
8792,-0.1
8887,-0.1
8981,-0.1
9076,-0.1
9171,-0.0
9267,0.0
