Times,Measures
7,2979.9
10,-195.5
12,-729.6
15,-864.2
18,138.7
20,-144.6
23,376.0
32,-0.7
43,777.8
53,41.6
62,-675.4
73,-145.8
84,288.4
95,-242.4
107,3.1
116,777.8
128,-869.3
140,582.9
151,-398.0
163,1163.0
177,-768.9
189,-196.4
201,264.3
212,-145.8
225,675.2
236,-675.3
249,95.2
260,773.2
271,-287.4
283,294.5
294,294.5
307,8.9
316,672.1
327,-378.5
339,773.1
351,-398.1
363,-279.7
376,-672.3
389,-196.4
401,480.3
412,-145.8
424,675.2
436,-770.5
449,-770.5
461,-673.9
474,-145.8
486,675.2
497,98.2
508,-478.2
521,297.4
532,-336.1
544,294.5
556,294.5
567,-1.5
578,-136.0
590,-335.0
603,1258.3
615,-727.8
627,-1252.4
642,397.1
653,-97.4
664,385.1
675,-867.2
688,93.7
698,-0.0
709,-390.5
721,493.8
733,-3.0
743,673.6
754,-148.0
766,-334.6
780,583.1
791,-335.0
803,-673.8
816,288.4
827,-770.5
840,-675.3
852,-242.4
865,385.1
876,-577.0
888,-241.7
901,675.2
913,-770.5
925,-673.9
937,-95.2
949,-770.5
961,-1253.9
975,672.1
987,-431.3
999,287.0
1010,-150.3
1024,493.7
1036,-1.5
1048,-150.3
1061,481.7
1074,389.6
1086,-479.7
1099,776.3
1113,-293.8
1126,-289.4
1139,2.9
1149,-390.5
1163,383.6
1176,-191.8
1189,-385.2
1203,777.7
1215,-285.5
1228,-1254.5
1244,1162.9
1257,1160.1
1270,-528.0
1284,376.0
1296,773.3
1309,-1061.2
1324,1451.5
1337,377.6
1349,-1157.8
1363,298.8
1377,386.6
1389,-674.4
1402,3.0
1413,-87.8
1425,0.6
1435,-18.0
1448,-675.3
1462,-673.9
1475,-433.5
1488,-385.2
1502,-95.2
1515,-480.4
1528,95.9
1540,-87.8
1552,377.5
1564,-1247.2
1580,10.4
1591,-764.5
1604,-384.6
1617,-385.3
1631,48.0
1643,385.1
1655,487.7
1668,-289.4
1681,1161.4
1694,968.2
1708,-288.5
1721,4.5
1731,-432.8
1744,-392.0
1758,376.0
1771,-386.0
1784,-385.9
1798,-95.3
1810,-771.1
1823,-964.5
1838,-95.2
1850,-674.4
1863,196.4
1875,172.2
1888,-386.7
1901,383.7
1914,391.1
1927,-97.4
1939,589.0
1951,1546.0
1965,0.0
1976,678.1
1988,41.6
1999,385.1
2012,-242.4
2025,-241.7
2039,493.8
2052,-97.5
2064,-292.3
2077,1.5
2087,-386.0
2101,484.8
2114,484.8
2126,-289.4
2140,968.1
2152,-456.2
2165,-289.3
2180,99.7
2191,-432.8
2204,-384.6
2217,-385.3
2231,-478.9
2245,-674.5
2258,401.6
2271,96.3
2282,300.3
2294,1161.4
2309,-670.0
2322,103.9
2334,490.7
2347,-98.9
2359,-279.7
2373,478.8
2385,-385.9
2399,9.0
2409,-580.9
2422,-1248.3
2438,776.4
2450,92.2
2461,871.4
2473,383.6
2486,-385.2
2499,104.1
2512,104.1
2525,-431.3
2538,679.5
2550,-99.7
2563,-396.6
2577,777.8
2589,-670.1
2603,-487.2
2616,3.0
2626,-575.6
2640,397.1
2653,385.1
2665,-432.8
2678,394.0
2691,-529.5
2705,-287.9
2718,3.0
2728,-432.8
2742,-380.1
2755,487.7
2767,-386.0
2782,389.5
2794,196.4
2806,-385.2
2820,-473.1
2833,3.0
2844,-432.8
2857,383.6
2870,-98.2
2882,-398.0
2895,376.0
2909,-668.6
2922,-525.8
2935,3.0
2946,-97.4
2958,376.0
2971,478.8
2983,42.3
2995,-577.1
3008,-392.0
3021,-1053.8
3037,4.6
3047,-95.9
