Times,Measures
10,-768.3
12,-338.4
15,44.2
17,-143.9
20,-1483.8
23,-102.3
26,1175.0
37,-100.8
49,-371.9
60,1162.9
72,-293.8
83,391.1
94,-383.8
105,294.3
116,-624.7
129,968.1
141,874.5
152,-334.2
164,670.6
176,-7.9
186,-373.4
198,583.1
210,-239.4
223,558.9
234,-286.7
246,-672.4
259,-1157.3
273,42.3
283,-1253.9
296,42.3
307,-867.2
319,-1157.1
332,-772.0
346,1258.2
358,-196.4
370,-480.8
382,486.1
394,-242.4
407,578.5
418,-675.3
431,-1060.6
444,288.4
455,-242.4
467,578.5
480,-382.2
492,-241.7
504,-772.1
517,-241.7
529,-140.5
542,297.5
553,-242.4
566,385.1
577,-865.7
589,-1253.9
604,578.5
615,-242.4
627,385.1
638,288.6
650,-1253.9
663,-1059.1
677,284.1
689,385.1
700,1.2
709,-144.3
721,1161.7
734,-391.3
747,486.5
758,391.2
770,-772.1
782,-1253.9
795,-242.4
808,385.2
820,0.3
829,-98.9
840,580.0
851,-1153.5
865,873.0
877,484.2
888,289.2
900,1635.9
912,-770.5
924,785.2
936,41.2
947,486.5
958,487.9
969,-861.6
982,292.8
993,-3.0
1004,391.3
1016,295.9
1029,-1.5
1040,1558.8
1053,-242.4
1067,-289.3
1081,397.1
1093,-295.0
1106,1.0
1117,8.9
1127,-140.5
1141,385.2
1154,-242.4
1167,-431.3
1180,294.3
1192,-1254.5
1208,-96.7
1220,-95.3
1232,-771.1
1246,3.0
1256,288.3
1269,41.6
1281,385.2
1293,-242.4
1306,288.4
1318,1259.8
1332,-384.4
1346,4.6
1356,478.7
1369,-481.2
1382,292.8
1394,1067.1
1409,-383.7
1422,98.1
1433,-295.4
1446,-191.8
1460,-383.8
1474,-336.1
1487,-1256.0
1502,382.0
1514,-101.9
1527,-101.2
1542,1162.9
1555,-55.8
1567,-772.6
1581,774.9
1593,-1254.1
1608,41.2
1619,10.4
1631,-527.2
1644,288.4
1656,288.3
1670,41.6
1681,484.6
1693,-526.5
1707,-623.1
1720,-373.4
1734,-384.5
1747,-94.8
1760,-95.3
1772,-867.8
1785,-771.1
1799,99.7
1811,-765.2
1824,1258.2
1838,1.5
1848,-575.6
1861,300.3
1874,478.2
1887,-389.0
1900,288.4
1912,-396.5
1926,-386.1
1940,99.7
1951,-3.0
1963,385.0
1975,288.3
1987,40.1
1998,-768.9
2013,41.6
2024,1258.1
2037,288.3
2050,-486.5
2063,481.8
2076,486.3
2088,-670.0
2102,298.8
2114,294.3
2126,-479.6
2141,395.7
2153,-2.3
2164,-289.4
2178,294.3
2190,-481.1
2204,10.4
2215,1258.1
2229,-670.1
2242,286.9
2254,487.7
2268,-289.4
2281,4.5
2291,-290.0
2305,-386.7
2318,-373.4
2331,-295.3
2345,93.7
2357,4.6
2367,-386.7
2380,1161.4
2394,1161.4
2408,-290.1
2421,397.0
2434,46.9
2445,-3.0
2456,1161.4
2470,-670.0
2484,-670.0
2497,872.9
2509,-1152.0
2524,-479.8
2538,401.6
2550,95.9
2562,493.7
2574,383.6
2586,-1153.5
2601,777.8
2614,10.4
2625,-526.5
2638,-87.8
2651,-99.7
2663,-384.4
2677,484.7
2690,-670.1
2703,-487.2
2716,-478.9
2729,-0.8
2742,395.6
2754,487.7
2766,-481.2
2780,292.8
2792,400.0
2805,-765.2
2819,10.4
2830,-528.0
2843,-487.2
2856,1261.2
2871,-771.9
2884,-336.9
2897,401.5
2910,-0.0
2921,300.4
2934,587.5
2947,-294.9
2960,478.7
2972,382.0
2984,-95.9
2997,874.5
3010,-98.5
3022,-295.3
3036,493.7
3048,-98.9
3060,481.8
3074,486.3
3086,-288.5
3099,776.3
3111,8.9
3122,774.1
3135,1451.6
3148,-384.5
3162,389.5
3174,292.8
3186,-386.7
3201,4.5
3211,-384.6
3224,-384.6
3237,300.3
3250,-486.4
3263,-289.4
3277,-95.2
3290,-1061.2
3304,-6.4
3315,3.0
3325,-481.9
3340,776.4
3352,776.3
3364,-145.8
3378,1066.4
3391,-479.6
3405,-674.5
3419,684.0
3431,96.3
3442,-487.2
3456,487.7
3469,-287.9
3482,-287.9
3495,389.5
3508,-1159.3
3522,-95.2
3535,-95.2
3548,-675.9
3561,-769.6
3574,774.9
3587,-386.7
3601,4.5
3611,9.6
3621,-431.3
3635,288.4
3647,-242.4
3660,578.5
3674,395.7
3686,-289.4
3699,-87.8
3712,401.5
3724,-529.5
3738,8.9
3748,-527.9
3762,-528.0
3775,292.8
3787,-481.9
3802,-385.2
3815,-95.3
3827,-675.9
3841,-1252.6
3855,-87.9
3868,94.4
3879,10.4
3891,290.8
3903,-487.2
3916,1548.2
3931,383.7
3943,95.2
3954,577.0
3966,-96.7
3979,286.8
3991,1548.2
4005,-390.5
4019,10.4
4030,3.0
4040,-0.0
4051,675.2
4065,-675.3
4078,-769.0
4091,-282.8
4105,-384.6
4118,1560.3
4132,594.9
4145,94.4
4156,487.7
4168,-480.5
4182,-479.4
4195,777.8
4208,-764.5
4221,-675.9
4235,774.9
4247,-1159.3
4261,-144.7
4276,401.5
4288,95.9
4299,-861.6
4313,-480.4
4326,-289.4
4340,-528.0
4354,196.4
4366,-0.0
4377,1067.9
4390,400.1
4404,-765.2
4417,8.9
4427,139.0
4440,-385.3
4453,1162.9
4467,-287.9
4481,-287.9
4494,1451.5
4507,-102.3
4520,-479.4
4535,1163.0
4548,-53.2
4560,43.9
4572,395.6
4584,-481.1
4598,777.8
4611,105.5
4623,-668.6
4636,679.6
4648,194.2
4661,-390.5
4675,391.1
4687,-290.8
4701,-624.6
4714,-190.3
4727,95.9
4740,-765.2
4753,3.0
4763,-479.7
4776,401.5
4789,234.2
4802,-431.3
4815,492.2
4828,-290.1
4841,-624.6
4854,-285.6
4869,96.3
4880,-763.8
4893,196.4
4905,-384.6
4919,-1246.8
4934,101.2
4946,94.8
4958,874.4
4970,8.9
4980,234.2
4993,-578.6
5007,-242.4
5020,-293.5
5033,493.7
5046,-771.1
5059,96.3
5071,492.3
5084,-288.5
5097,776.3
5109,8.9
5120,-241.7
5134,391.1
5146,-383.8
5159,-383.0
5173,294.3
5185,-771.1
5199,-1061.2
5214,1936.4
5227,-100.8
5240,-398.1
5254,298.8
5267,-54.0
5279,-674.4
5293,3.0
5303,-481.1
5316,1067.9
5330,490.8
5343,-432.8
5356,478.7
5368,-93.6
5381,-623.9
5395,389.7
5407,-288.6
5421,-527.2
5434,196.4
5446,-1253.8
5462,-6.4
5473,3.0
5483,-764.5
5496,-86.3
5509,-473.0
5522,233.5
5535,10.4
5547,-293.4
5560,-293.9
5573,383.6
5585,-481.1
5600,-766.8
5613,-95.3
5625,-674.5
5639,-1254.5
5653,-87.9
5666,94.4
5678,-384.5
5691,4.5
5701,-623.9
5714,13.3
5726,-242.4
5740,-527.2
5753,397.0
5766,-384.5
5779,-1247.5
