Times,Measures
7942,14.85
7954,14.44
7966,14.75
7979,14.78
7992,16.22
8004,14.83
8016,16.34
8029,14.68
8041,13.34
8054,13.96
8067,14.68
8079,14.20
8091,16.34
8103,16.16
8117,16.74
8129,16.45
8142,28.54
8154,16.04
8166,14.73
8178,13.29
8192,13.24
8204,14.13
8217,33.89
8228,18.18
8241,14.59
8254,15.21
8266,16.05
8279,14.78
8291,16.16
8303,14.90
8316,14.97
8329,14.95
8341,15.43
8353,15.98
8366,14.73
8378,14.89
8391,15.26
8403,18.30
8416,16.22
8428,15.80
8440,14.66
8454,14.49
8466,16.81
8478,14.90
8491,14.78
8503,14.83
8516,15.14
8528,14.68
8541,13.72
8553,13.96
8565,15.92
8579,17.17
8591,14.44
8603,14.73
8615,18.66
8628,17.29
8640,14.95
8654,32.10
8666,13.72
8678,14.20
8690,15.92
8702,15.80
8716,15.02
8728,14.97
8740,14.25
8753,14.27
8765,14.25
8777,13.94
8791,16.82
8803,14.83
8815,19.74
8827,16.16
8840,15.42
8853,14.61
8865,15.02
8878,14.39
8890,14.44
8902,15.62
8915,17.53
8928,14.95
8940,14.61
8952,14.08
8965,15.02
8977,14.71
8990,15.68
9003,14.73
9015,13.65
9027,13.96
9039,14.71
9053,14.15
9065,13.67
9077,13.19
9090,12.78
9102,12.78
9114,13.41
9127,14.25
9140,13.12
9152,13.24
9164,14.83
9177,14.66
9190,14.90
9202,14.97
9214,16.69
9227,16.69
9239,16.45
9252,14.20
9265,17.12
9277,14.75
9289,14.32
9302,14.37
9315,14.85
9327,16.33
9339,16.21
9352,14.90
9364,15.86
9376,15.13
9390,15.43
9402,15.43
9414,14.95
9426,14.97
9439,14.73
9452,14.13
9464,15.74
9478,33.89
9489,14.68
9501,15.80
9513,13.82
9527,13.19
9539,13.19
9551,13.12
9564,14.27
9585,165.38
9591,30.99
9603,14.85
9615,14.56
9627,13.84
9639,13.65
9653,13.36
9665,15.80
9677,16.22
9690,16.70
9702,16.64
9723,168.45
9729,14.56
9741,14.95
9753,14.95
9765,14.68
9778,14.37
9791,14.75
9803,15.43
9816,16.21
9828,16.16
9840,15.37
9853,15.26
9866,15.31
9887,179.34
9891,18.01
9905,17.54
9918,31.52
9929,14.90
9943,33.94
9955,22.33
9966,14.61
9978,13.77
9992,14.39
10004,15.02
10017,13.72
10031,13.12
10045,15.92
10058,14.56
10072,14.44
10085,15.50
10098,14.73
10113,15.25
10126,15.31
10139,13.55
10164,206.55
10168,16.40
10182,32.45
10194,14.61
10208,15.02
10221,17.29
10234,14.44
10248,13.77
10262,13.72
10275,13.77
10289,14.27
10302,14.68
10316,15.38
10331,34.44
10343,15.80
10356,15.74
10370,16.16
10384,17.77
10397,15.56
10411,15.02
10424,14.90
10437,15.31
10451,17.60
10465,17.17
10478,15.74
