Times,Measures
5866,16.40
5878,17.29
5891,16.94
5903,16.57
5916,19.91
5928,15.68
5941,15.68
5953,16.94
5965,17.53
5978,15.85
5991,15.68
6003,14.73
6016,14.49
6028,16.22
6040,13.72
6052,13.89
6066,13.48
6078,13.43
6090,15.38
6103,16.70
6115,12.93
6128,15.74
6152,202.37
6166,201.96
6181,202.15
6184,13.22
6193,12.45
6206,13.26
6218,16.76
6231,14.85
6243,13.14
6256,13.94
6268,13.67
6281,13.60
6293,13.43
6305,14.03
6319,22.84
6331,17.72
6343,16.69
6355,17.60
6369,19.55
6381,19.02
6393,20.75
6406,20.80
6418,22.36
6431,21.42
6444,16.98
6456,16.04
6468,15.68
6480,15.56
6493,17.48
6505,15.43
6518,15.26
6531,15.92
6543,13.67
6555,14.20
6567,13.91
6580,13.94
6593,14.27
6605,18.42
6618,14.20
6641,201.53
6647,56.27
6657,14.15
6669,13.96
6692,201.05
6695,13.89
6707,13.24
6719,13.82
6732,14.20
6745,13.67
6757,21.16
6769,16.10
6781,14.23
6795,13.89
6807,13.67
6819,14.63
6833,34.71
6844,16.31
6857,16.33
6870,18.06
6882,17.24
6894,16.88
6906,16.46
6920,19.09
6932,18.01
6944,16.57
6957,16.09
6969,16.09
6982,15.66
6994,14.95
7007,15.19
7019,14.85
7031,17.24
7044,13.77
7057,14.20
7069,15.38
7081,13.84
7094,14.56
7117,201.60
7122,30.36
7133,12.83
7145,12.35
7157,12.76
7170,14.95
7183,15.74
7195,12.78
7207,12.78
7220,12.35
7232,14.37
7244,16.02
7258,14.68
7270,14.51
7282,14.63
7294,13.55
7307,14.56
7320,14.90
7332,16.22
7345,15.74
7357,15.86
7369,16.76
7383,18.49
7395,17.70
7407,17.29
7419,17.41
7432,17.70
7445,18.06
7457,21.95
7470,17.05
7482,17.36
7494,15.38
7506,15.26
7520,14.78
7532,14.95
7544,14.13
7557,14.27
7569,15.68
7581,13.94
7595,15.13
7607,13.67
7619,12.35
7631,14.61
7644,12.45
7657,13.22
7669,12.42
7682,12.83
7694,12.78
7706,12.76
7718,12.40
7732,13.41
7744,14.25
7756,14.63
7769,14.08
7781,14.66
7794,13.91
7806,13.67
7819,14.90
7831,17.48
7843,15.90
7857,15.93
7869,18.54
7881,19.38
7894,16.86
7907,17.36
7919,16.94
7931,16.94
7944,16.52
7956,16.04
7968,17.65
7982,19.57
7994,15.43
8006,14.56
8018,14.44
8031,14.61
8043,14.78
8056,13.84
8069,14.51
8081,14.37
8093,14.08
8105,14.73
8118,12.52
8132,40.99
8143,12.30
8156,12.71
8168,14.08
8192,200.55
8196,13.36
8207,12.95
8219,16.45
8231,12.52
8244,12.93
8257,14.08
8269,14.01
8282,14.51
8294,13.84
8306,13.60
8320,14.90
8332,16.81
8344,18.80
8356,17.17
8369,17.65
8382,16.88
8394,15.62
8407,15.61
8419,16.52
8431,17.36
8444,16.88
8457,18.13
8469,16.52
8481,17.77
8494,16.28
8506,14.83
8519,15.50
8531,14.56
8544,14.25
8556,13.91
8568,13.65
8581,14.49
8594,16.33
8606,16.22
8619,14.75
8642,200.74
8645,12.45
8656,12.45
8670,12.40
8682,13.12
8694,13.36
8707,13.89
8720,15.38
8732,13.36
8744,16.28
8757,13.89
8769,13.79
8781,13.72
8795,13.43
8807,13.60
8819,14.13
8832,14.90
8844,15.54
8857,15.50
8869,15.92
8882,15.98
8894,15.68
8907,17.41
8920,17.36
8932,16.94
8944,16.16
8956,16.16
8969,16.64
8982,16.16
8994,15.86
9007,14.56
9019,16.88
9031,14.56
9043,14.30
9057,13.91
9069,14.78
9081,13.55
9094,13.91
9106,14.30
9120,33.77
9134,55.14
9145,32.69
9156,13.48
9168,12.30
9181,12.98
9194,15.31
9206,14.73
9219,13.41
9231,15.38
9243,14.06
9256,13.43
9269,12.95
9281,13.24
9293,13.84
9306,14.18
9319,16.28
9331,17.00
9344,16.28
9356,15.92
9368,16.40
9381,16.45
9394,16.88
9406,16.93
9418,16.93
9431,16.40
9444,16.40
9456,16.33
9468,18.01
9481,18.20
9493,19.19
9505,16.09
9519,14.85
9531,15.14
9543,13.79
9555,13.96
9568,13.24
9581,14.61
9593,15.98
9606,14.32
9618,13.84
9630,13.84
9643,14.13
9657,31.28
9669,34.37
9680,14.15
9693,16.58
9732,0.00
9753,0.00
9775,0.00
9778,14.05
9782,13.46
9785,13.63
9789,13.10
9792,13.69
9802,13.53
9815,14.90
9827,18.13
9840,16.86
9852,15.97
9865,15.98
9877,15.56
9889,15.68
9903,17.84
9915,17.46
9927,21.64
9939,16.93
9952,15.61
9964,17.24
9977,22.66
9990,16.16
10002,15.21
10015,14.68
10029,14.44
10042,14.30
10056,13.48
10070,13.60
10083,12.71
10096,14.37
10116,114.78
10135,201.22
10139,16.21
10152,12.78
10166,15.21
10179,13.00
10193,13.67
10207,15.50
10220,13.07
10233,13.60
10247,13.65
10261,13.12
10274,13.48
10288,13.31
10301,13.96
10315,14.56
10329,18.18
10342,16.16
10355,15.38
10369,16.34
10383,18.54
10396,16.88
10409,16.52
10423,17.00
10437,18.97
10450,15.68
10464,15.21
10477,15.62
