Times,Measures
3067,13.84
3080,15.02
3092,13.31
3104,14.75
3117,14.89
3130,15.26
3142,15.38
3154,18.66
3167,16.64
3179,17.12
3192,16.10
3205,15.31
3217,15.86
3229,15.56
3241,14.73
3254,14.83
3267,14.73
3279,14.73
3292,15.86
3304,16.53
3316,15.07
3330,16.52
3342,14.56
3354,15.38
3366,14.32
3379,13.53
3391,13.77
3404,14.13
3417,13.79
3440,201.91
3444,19.07
3454,14.01
3468,14.01
3491,203.64
3494,12.64
3506,16.28
3518,13.94
3530,12.45
3544,13.12
3556,13.96
3568,13.84
3580,13.96
3593,13.46
3606,15.26
3618,14.78
3631,15.14
3643,15.68
3656,18.78
3668,16.52
3681,15.74
3693,16.64
3706,22.62
3719,16.70
3731,15.92
3743,14.75
3756,14.44
3768,14.75
3780,14.73
3793,14.90
3806,16.64
3818,14.73
3830,15.33
3843,14.90
3856,16.45
3868,17.29
3880,14.25
3893,12.88
3905,13.48
3918,16.26
3931,14.61
3943,13.24
3955,13.67
3968,13.72
3980,14.56
3992,13.36
4005,13.29
4018,13.43
4030,12.47
4042,14.78
4055,14.49
4068,13.84
4080,14.20
4092,13.24
4105,14.37
4118,31.85
4130,16.28
4143,17.84
4155,15.43
4167,15.98
4179,16.45
4193,17.06
4205,15.86
4217,15.50
4230,15.97
4242,15.97
4255,15.19
4268,15.07
4280,14.73
4292,14.73
4304,14.97
4317,14.66
4330,18.54
4342,14.68
4355,13.60
4367,14.15
4379,13.67
4392,14.85
4405,13.67
4417,13.26
4429,12.66
4442,13.77
4454,13.41
4467,14.61
4480,13.67
4492,13.00
4505,26.86
4516,14.06
4530,18.66
4542,13.19
4554,14.22
4567,13.65
4579,13.60
4592,14.44
4604,13.84
4617,13.62
4629,14.68
4641,14.51
4655,16.76
4667,18.59
4679,15.19
4691,15.31
4704,15.80
4717,17.17
4729,16.10
4742,16.28
4754,15.43
4766,15.56
4779,15.07
4792,15.02
4804,14.61
4816,14.85
4829,16.82
4841,15.37
4853,14.54
4867,13.65
4879,13.19
4892,34.37
4903,14.08
4916,13.53
4929,16.64
4941,15.56
4966,218.22
4969,14.54
4979,13.17
4993,14.90
5005,13.62
5017,12.83
5029,14.73
5042,12.78
5054,13.99
5067,13.79
5080,13.24
5092,14.44
5104,13.79
5116,13.70
5130,14.90
5142,16.34
5154,18.42
5167,15.57
5180,18.30
5192,18.61
5204,15.80
5217,19.19
5229,15.21
5241,15.56
5255,15.14
5267,15.09
5279,15.09
5292,14.68
5304,14.15
5316,14.59
5329,14.37
5342,14.13
5354,14.32
5366,14.44
5379,13.77
5392,15.38
5404,15.80
5416,13.31
5430,36.63
5441,12.90
5453,12.04
5467,23.92
5490,204.82
5493,13.15
5505,13.84
5517,12.45
5530,13.38
5542,11.94
5555,14.27
5567,13.26
5579,13.63
5593,14.15
5605,14.44
5617,15.62
5629,14.83
5643,17.53
5655,16.04
5668,37.76
5680,16.88
5692,15.19
5704,15.33
5718,17.89
5730,15.26
5742,15.26
5754,17.60
5767,17.65
5779,15.61
5792,15.86
5805,14.63
5817,14.51
5829,14.37
5841,14.15
5855,14.42
5867,13.60
5879,13.24
5892,15.56
5904,14.61
5916,15.01
5929,12.45
5942,15.74
5954,16.64
5993,0.00
6014,0.00
6036,0.00
6039,12.71
6043,13.94
6046,13.05
6050,12.69
6053,13.17
6064,13.19
6076,14.37
6088,13.67
6100,13.89
6113,14.25
6126,14.49
6138,15.31
6151,17.17
6163,16.76
6175,16.40
6189,16.05
6201,16.16
6213,15.69
6225,17.10
6238,14.73
6250,14.61
6263,14.49
6276,18.08
6288,16.28
6300,16.10
6312,15.56
6326,14.08
6338,15.02
6350,14.15
6363,14.63
6375,14.68
6388,16.52
6401,15.21
6413,17.53
6425,14.20
6437,15.80
6450,14.61
6468,100.65
6476,13.79
6489,13.67
6501,14.63
6525,217.29
6530,12.83
6540,11.87
6552,12.64
6564,13.84
6577,13.00
6589,12.93
6602,13.12
6615,14.61
6627,16.22
6639,16.21
6652,21.18
6665,14.83
6677,14.90
6689,15.38
6702,17.17
6715,15.73
6727,16.16
6739,16.04
6752,15.14
6764,14.75
6776,15.61
6790,15.74
6802,14.78
6814,15.09
6827,15.50
6839,14.90
6851,14.18
6864,13.77
6877,13.79
6890,33.46
6901,14.75
6915,17.05
6927,13.72
6951,217.79
6955,14.30
6965,12.78
6977,13.94
6989,12.52
7003,12.71
7015,12.90
7027,13.31
7040,14.73
7052,14.01
7065,13.91
7077,13.79
7090,13.60
7102,13.36
7114,14.85
7128,15.62
7140,16.98
7152,18.32
7164,16.40
7178,16.93
7191,37.76
7202,15.80
7215,16.76
7227,15.74
7239,16.70
7252,14.85
7265,14.44
7277,15.50
7289,16.28
7302,16.09
7315,15.61
7327,16.28
7340,15.02
7352,14.90
7364,14.73
7376,15.18
7390,14.68
7402,14.44
7414,13.36
7427,15.07
7439,12.83
7451,13.65
7464,16.10
7503,0.00
7524,0.00
7545,0.00
7549,12.35
7553,12.28
7557,12.81
7560,13.48
7564,12.64
7573,13.91
7585,14.01
7599,13.31
7611,13.60
7623,14.73
7635,16.40
7649,15.97
7661,16.10
7673,17.05
7686,16.76
7698,15.92
7710,16.21
7724,16.16
7736,16.33
7748,15.57
7760,14.73
7773,14.44
7786,14.73
7798,15.19
7811,15.62
7823,16.81
7835,18.13
7848,15.49
7861,13.96
7873,13.65
7885,15.26
7898,14.08
7911,20.34
7923,13.60
7936,12.76
7948,14.78
7960,14.37
7972,15.62
7986,24.34
7998,11.99
8010,14.20
8023,14.20
8035,12.76
8047,12.81
8060,13.02
8073,12.90
8085,13.24
8097,13.55
8110,13.94
8123,13.67
8135,15.02
8147,22.00
8160,15.69
8172,15.85
8185,15.56
8198,16.10
8210,15.80
8222,16.33
8235,16.81
8248,17.12
8260,17.05
8272,18.49
8285,16.28
8297,15.38
8309,14.95
8323,14.49
8335,14.75
8347,14.13
8359,14.78
8372,13.72
8384,13.82
8397,14.03
8410,12.83
8422,14.83
8434,13.07
8446,13.00
8460,12.78
8472,12.78
8484,12.35
8497,13.31
8509,13.53
8522,14.08
8535,12.71
8547,12.88
8559,12.78
8571,13.96
8585,15.02
8597,15.02
8609,14.13
8622,13.60
8634,14.20
8646,14.83
8659,16.46
8672,19.38
8684,17.30
8696,18.61
8710,19.79
8722,15.98
8734,18.13
8747,16.69
8759,17.22
8771,15.92
8784,16.81
8797,15.43
8809,14.20
8821,14.08
8834,14.37
8846,14.30
8859,14.44
8871,14.13
8884,14.63
8896,13.96
8908,12.81
8922,14.20
8934,13.26
8946,13.72
8958,14.08
8971,13.24
8984,14.90
8996,13.19
9020,201.91
9023,14.06
9034,13.19
9048,14.85
9060,13.79
9073,29.67
9084,15.43
9097,14.32
9109,14.59
9122,14.03
9135,15.38
9147,15.14
9159,16.64
9171,16.88
9185,19.24
9197,16.88
9209,15.74
9222,15.74
9234,15.38
9247,16.76
9260,15.43
9272,15.02
9284,15.85
9296,16.69
9309,15.06
9322,14.56
9334,14.75
9347,14.15
9359,13.91
9371,13.67
9383,13.41
9397,14.37
9409,13.67
9421,14.32
9434,14.56
9446,14.11
9459,14.73
9473,31.98
9484,15.56
9496,14.75
9508,12.93
9522,13.12
9534,13.31
9546,15.69
9559,13.55
9571,13.79
9583,13.29
9596,13.07
9609,13.24
9621,13.96
9634,20.10
9647,16.76
9659,16.76
9671,16.88
9683,21.25
9696,16.76
9708,15.25
9721,14.85
9734,15.43
9746,15.07
9758,14.44
9771,15.13
9784,15.14
9796,16.76
9808,15.80
9821,14.56
9833,14.44
9845,14.71
9859,15.56
9872,33.29
9883,14.56
9895,14.63
9908,13.72
9921,15.38
9937,81.79
9946,14.32
9958,13.72
9970,13.79
9982,13.65
9996,14.73
10008,12.37
10021,12.49
10035,15.02
10048,13.53
10062,15.02
10076,13.36
10089,12.83
10102,13.14
10117,14.27
10130,15.45
10143,18.25
10157,16.28
10170,15.14
10184,14.83
10198,15.43
10211,15.21
10224,15.26
10237,15.97
10252,14.78
10265,14.51
10278,15.19
10292,15.26
10305,16.09
10319,15.31
10333,14.78
10346,14.68
10359,14.03
10373,13.36
10387,14.63
10400,14.51
10414,18.13
10427,16.58
10440,14.42
10455,13.77
10468,14.27
10508,0.00
10529,0.00
10551,0.00
10580,0.00
10602,0.00
10624,0.00
10627,13.53
10631,14.49
