Times,Measures
5611,14.32
5623,13.96
5636,13.60
5648,13.36
5661,12.93
5673,13.67
5686,16.04
5698,14.75
5710,15.56
5724,14.44
5736,14.85
5748,17.22
5761,15.21
5774,18.32
5786,21.28
5798,14.68
5811,14.44
5823,14.73
5835,15.92
5848,15.06
5861,15.97
5873,14.75
5885,14.73
5898,18.61
5910,15.38
5923,16.69
5936,16.28
5948,14.61
5960,13.72
5972,14.01
5985,14.06
5998,14.32
6010,13.77
6023,13.24
6035,13.19
6047,13.65
6061,13.43
6073,12.90
6085,12.83
6097,14.01
6110,16.33
6123,15.62
6135,13.62
6148,13.67
6160,13.74
6172,13.26
6184,13.70
6198,17.77
6210,16.04
6234,204.70
6249,203.16
6252,17.72
6262,15.57
6275,14.56
6287,15.86
6299,14.73
6311,14.18
6325,14.61
6337,15.98
6349,14.97
6363,31.21
6374,15.21
6387,15.62
6400,16.50
6413,32.57
6424,14.95
6436,14.20
6449,14.25
6462,14.78
6474,14.75
6487,14.68
6499,13.79
6511,14.23
6524,14.08
6537,14.44
6549,13.91
6561,13.36
6574,12.90
6586,12.93
6599,13.67
6611,13.60
6624,14.75
6636,13.43
6648,13.46
6662,13.36
6674,13.60
6686,14.73
6699,14.01
6711,14.59
6724,13.75
6736,13.79
6749,14.73
6761,14.08
6773,14.63
6787,14.83
6799,14.73
6811,14.08
6823,14.20
6836,14.73
6848,14.78
6861,14.95
6875,33.29
6886,16.88
6898,17.22
6910,16.43
6924,16.76
6936,14.97
6948,13.72
6961,13.65
6973,13.60
6986,14.83
6999,14.73
7011,13.31
7023,12.78
7035,12.71
7048,13.17
7061,13.36
7073,13.29
7086,14.08
7098,14.01
7110,14.47
7123,28.45
7136,14.08
7148,13.24
7160,15.68
7173,13.96
7186,16.45
7199,34.54
7211,15.73
7223,14.90
7235,16.22
7248,15.42
7261,14.68
7273,15.92
7285,15.19
7298,16.04
7310,14.18
7323,14.90
7335,14.49
7348,14.83
7360,15.73
7373,33.29
7386,31.02
7398,21.23
7410,16.76
7432,170.32
7436,15.86
7448,14.71
7461,14.13
7474,13.60
7486,14.44
7498,14.68
7511,13.34
7523,12.88
7536,13.07
7548,13.00
7561,12.95
7573,12.83
7585,12.86
7599,13.12
7611,13.50
7623,14.68
7635,12.83
7648,12.93
7661,13.60
7673,15.07
7686,13.60
7698,13.60
7710,13.77
7724,14.90
7736,15.02
7748,15.14
7760,14.90
7773,16.28
7787,31.80
7798,15.92
7811,14.08
7823,14.90
7835,14.49
7848,15.62
7861,19.43
7873,15.74
7886,32.91
7898,19.38
7911,16.62
7949,0.00
7970,0.00
7992,0.00
7996,13.58
7999,13.29
8003,13.34
8006,13.22
8009,12.86
8019,12.83
8032,13.19
8044,14.06
8057,14.25
8070,13.72
8082,12.78
8094,13.55
8107,14.75
8120,14.18
8132,13.19
8144,13.19
8157,13.24
8169,13.65
8181,14.25
8195,14.61
8207,14.18
8219,14.68
8231,18.61
8244,15.85
8257,15.86
8269,15.43
8282,22.12
8294,14.32
8306,14.37
8320,14.44
8332,15.19
8344,15.62
8356,15.62
8369,14.78
8381,14.18
8394,14.08
8407,14.51
8419,15.26
8431,16.09
8443,15.31
8457,16.34
8469,13.72
8481,13.60
8494,13.91
8506,14.90
8519,15.50
8531,16.40
8544,14.27
8556,13.31
8568,12.78
8581,13.72
8594,14.03
8606,13.19
8619,15.56
8631,13.31
8643,12.50
8656,29.70
8680,203.33
8683,15.92
8694,15.92
8707,14.85
8720,14.56
8732,13.72
8744,14.32
8757,14.08
8769,16.28
8782,17.34
8795,14.63
8807,14.37
8819,14.78
8832,14.08
8844,14.59
8857,14.56
8869,14.15
8882,14.08
8894,14.08
8906,15.30
8920,15.57
8932,15.50
8944,15.43
8956,14.97
8969,14.90
8981,14.18
8994,15.14
9007,15.02
9019,14.90
9031,14.08
9043,13.58
9057,13.36
9069,12.83
9081,12.76
9094,13.60
9106,14.11
9119,14.78
9132,12.83
9144,12.83
9156,13.19
9168,14.73
9182,14.83
9194,13.89
9206,16.46
9219,14.08
9231,13.72
9243,14.83
9256,14.78
9269,14.61
9281,16.34
9293,14.73
9306,13.72
9319,13.77
9331,14.56
9344,14.13
9356,14.56
9368,14.56
9381,14.61
9394,15.19
9406,15.07
9418,15.02
9431,14.68
9443,14.30
9456,14.15
9468,13.67
9481,13.60
9493,13.91
9505,14.37
9519,14.20
9531,13.24
9543,12.71
9555,13.02
9568,13.31
9580,13.34
9593,13.60
9606,14.75
9618,16.09
9630,12.76
9643,13.00
9656,14.20
9668,15.80
9680,16.81
9693,17.72
9716,206.69
9720,17.53
9733,33.10
9744,14.61
9756,14.75
9768,14.56
9781,14.23
9794,13.79
9806,13.96
9819,14.03
9831,13.60
9843,13.72
9857,14.44
9869,14.08
9881,14.08
9893,14.08
9906,14.54
9919,14.44
9931,14.37
9944,14.73
9956,14.95
9968,17.10
9981,14.59
9994,14.37
10006,14.68
10019,13.72
10033,13.17
10046,13.58
10060,13.31
10074,14.78
10087,15.85
10100,16.76
10115,14.85
10128,13.24
10141,13.72
10155,14.01
10168,14.15
10182,14.95
10195,14.97
10209,15.56
10222,15.25
10235,14.20
10250,14.06
10263,14.49
10276,14.15
10290,13.79
10303,13.55
10317,14.01
10331,13.60
10344,14.01
10357,13.67
10371,14.18
10385,14.08
10398,14.08
