1,15.62
21864,15.80
21877,15.09
21891,15.19
21905,18.8
21783,15.30
21796,15.19
21810,15.14
21823,16.70
21837,18.32
21851,15.62
21864,15.80
21877,15.09
21891,15.19
21905,18.8Times,Measures
28,0.00
50,0.00
71,0.00
92,0.00
96,12.93
99,13.00
103,13.26
106,13.65
109,13.87
113,13.46
116,13.21
120,13.72
126,13.91
138,14.15
149,14.83
161,14.78
173,15.86
184,16.82
195,15.97
206,15.21
219,15.85
230,15.80
241,15.92
252,18.56
264,15.38
275,15.38
287,15.38
299,15.07
310,14.73
321,14.68
332,14.97
344,15.31
356,14.90
367,15.14
378,16.58
390,17.05
401,14.20
412,15.01
424,15.85
461,0.00
483,0.00
504,0.00
507,13.15
512,11.92
515,12.86
519,14.66
522,11.75
526,12.28
535,13.36
547,29.00
558,13.41
570,12.71
581,13.43
592,13.72
604,13.60
615,13.60
627,13.79
638,13.62
650,15.74
661,15.14
672,14.78
685,16.69
696,17.65
707,18.97
718,15.62
730,14.90
741,16.82
753,20.15
764,15.43
776,15.02
787,15.09
798,14.75
809,15.02
822,14.97
833,15.38
844,14.90
856,14.56
867,14.37
878,14.23
890,15.02
902,18.37
913,14.56
924,13.72
946,175.15
949,12.16
960,13.91
971,12.90
983,11.51
994,11.10
1005,13.84
1017,13.89
1031,26.07
1043,13.07
1055,12.35
1068,12.71
1080,14.13
1093,14.63
1105,16.76
1118,15.80
1130,14.63
1142,15.68
1156,14.54
1168,15.68
1180,17.84
1192,16.16
1207,39.27
1218,22.67
1230,16.52
1243,16.69
1255,16.10
1267,15.21
1280,14.89
1293,14.49
1305,14.73
1317,15.07
1330,15.45
1342,14.90
1355,14.75
1368,14.95
1380,14.85
1392,14.56
1404,14.15
1417,14.59
1430,15.31
1442,13.60
1455,14.68
1468,24.28
1506,0.00
1527,0.00
1549,0.00
1552,15.14
1556,13.41
1559,12.45
1563,12.76
1566,13.75
1576,12.76
1589,13.60
1601,14.32
1613,13.89
1627,13.67
1639,15.14
1651,14.15
1664,15.92
1676,15.68
1689,16.22
1701,18.06
1714,16.40
1726,16.16
1738,16.70
1752,16.10
1764,15.68
1776,16.21
1789,31.26
1801,15.43
1813,15.13
1826,14.61
1839,14.49
1851,14.44
1863,14.32
1875,14.56
1889,14.01
1901,14.73
1913,16.45
1926,13.19
1938,13.19
1950,13.12
1964,12.83
1976,12.30
1988,13.14
2000,12.71
2013,13.89
2037,218.42
2041,14.01
2053,27.29
2064,14.51
2076,16.02
2088,12.81
2102,13.91
2114,13.72
2126,13.67
2139,13.53
2151,13.77
2164,15.38
2177,16.34
2189,15.61
2202,34.37
2214,21.35
2227,19.02
2239,15.74
2251,16.28
2264,14.83
2276,14.66
2289,14.90
2301,15.21
2314,14.75
2326,14.75
2338,14.56
2352,14.89
2364,14.61
2376,14.44
2388,14.83
2401,15.02
2413,13.82
2426,14.90
2439,13.07
2452,36.65
2464,25.48
2476,16.26
2489,28.98
2501,13.43
2513,14.54
2526,12.47
2538,12.76
2550,12.21
2564,12.83
2576,12.78
2588,14.32
2600,13.84
2613,13.34
2626,14.44
2638,14.32
2651,13.67
2664,32.34
2676,23.14
2689,17.53
2701,17.17
2713,16.33
2725,17.41
2738,17.53
2751,18.42
2763,16.69
2776,17.12
2788,15.21
2800,14.73
2813,16.88
2826,17.30
2838,15.43
2850,14.08
2863,14.32
2875,14.61
2888,14.61
2900,14.68
2913,13.84
2925,12.83
2937,15.07
2952,36.05
2963,16.64
2975,15.07
2988,15.56
3011,202.16
3015,12.28
3026,12.52
3039,13.12
3051,13.31
3063,11.87
3076,12.81
3088,13.34
3101,13.55
3113,13.72
3126,13.60
3138,14.25
3151,14.90
3164,16.88
3176,17.12
3188,16.40
3201,17.60
3214,17.24
3226,15.26
3239,33.89
3251,15.97
3263,14.97
3275,15.56
3289,14.56
3301,14.13
3313,14.56
3325,14.56
3338,15.14
3351,14.90
3363,16.10
3376,14.08
3388,14.68
3400,17.12
3414,15.61
3426,15.26
3449,201.20
3452,15.31
3464,17.96
3503,0.00
3524,0.00
3546,0.00
3549,12.86
3553,12.69
3556,12.33
3560,13.24
3563,12.93
3573,12.90
3586,13.19
3598,13.43
3610,13.36
3623,14.32
3636,14.56
3648,15.14
3660,16.81
3674,17.05
3686,15.86
3698,15.98
3710,15.62
3723,14.83
3735,14.95
3748,15.25
3761,14.83
3773,15.57
3785,14.78
3798,14.49
3810,15.31
3823,16.46
3835,17.18
3848,16.16
3860,15.61
3872,15.43
3886,14.13
3898,14.56
3911,36.68
3922,14.44
3935,15.02
3948,15.31
3971,199.88
3975,14.66
3997,200.90
4000,13.75
4012,12.69
4025,13.24
4037,13.43
4049,12.83
4062,13.36
4074,12.45
4087,13.65
4100,13.72
4112,12.78
4124,13.55
4136,13.84
4149,13.77
4162,14.20
4174,15.07
4187,16.52
4199,15.25
4211,15.42
4225,16.22
4237,19.45
4249,19.21
4261,17.00
4274,16.33
4287,16.10
4299,14.73
4312,14.73
4324,15.43
4336,17.41
4349,15.02
4362,14.56
4374,14.75
4386,17.22
4399,13.60
4411,12.88
4424,15.19
4436,13.84
4449,14.20
4461,12.83
4473,14.01
4486,12.88
4499,11.46
4524,217.98
4527,12.83
4537,13.07
4549,12.45
4562,13.91
4575,13.26
4587,13.48
4599,12.90
4612,13.34
4625,13.55
4637,13.79
4649,13.60
4662,14.63
4675,21.23
4687,15.38
4700,15.50
4712,15.19
4724,17.78
4738,17.65
4750,18.37
4762,16.16
4774,15.31
4787,15.21
4799,14.44
4811,14.85
4825,15.02
4837,15.74
4849,17.96
4861,15.81
4874,14.54
4887,14.68
4899,13.55
4912,13.55
4924,15.14
4936,13.91
4948,12.88
4962,12.71
4974,13.12
4986,14.20
